Site,Plot,Treatment,Individual,T0,T006,T012,T018,T024,T030,T036,T042,T048,T054,T060,T066,T072,T078,T084,T090,T096,T102,T108,T120,Trecruit,Tdeath,Species,Family,Life Form
ITA,14,closed,D9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,24,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,18,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,24,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,12,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D13,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,30,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D14,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,24,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12,30,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D16,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,12,96,Psychotria sp. 3,Rubiaceae,indeterminate
ITA,14,closed,D17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12,24,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D18,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,24,54,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,36,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D20,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D21,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,36,54,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,36,48,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,36,48,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,36,48,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D25,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,36,alive,Geonoma sp.,Arecaceae,palm
ITA,14,closed,D26,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,54,78,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D31,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,54,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D32,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D33,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D35,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D38,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D39,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,54,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D40,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D41,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D43,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D46,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D48,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D51,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D53,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,54,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,60,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,60,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,60,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,60,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D58,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,60,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,60,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,60,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,60,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,60,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,72,84,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,72,78,Indeterminate sp.,Indeterminate,indeterminate
ITA,14,closed,D65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,78,108,Cryptocarya mandioccana,Lauraceae,tree
ITA,14,closed,D67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Cryptocarya mandioccana,Lauraceae,tree
ITA,14,closed,D69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,D70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,78,alive,Cryptocarya mandioccana,Lauraceae,tree
ITA,14,closed,D71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,78,alive,Cryptocarya mandioccana,Lauraceae,tree
ITA,14,closed,D72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Cryptocarya mandioccana,Lauraceae,tree
ITA,14,closed,D73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Indeterminate sp.,Indeterminate,indeterminate
ITA,14,closed,D74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,84,alive,Philodendron sp.,Araceae,herb
ITA,14,closed,D75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Philodendron sp.,Araceae,herb
ITA,14,closed,H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Rudgea sp.,Rubiaceae,shrub
ITA,14,closed,H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Inga marginata,Fabaceae,tree
ITA,14,closed,H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Begonia sp. 4,Begoniaceae,herb
ITA,14,closed,H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Inga marginata,Fabaceae,tree
ITA,14,closed,H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Rubiaceae sp. 1,Rubiaceae,indeterminate
ITA,14,closed,H6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,18,Cupania oblongifolia,Sapindaceae,tree
ITA,14,closed,H7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,30,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,18,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,24,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H10,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,30,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H11,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,30,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,24,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6,12,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H14,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12,30,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12,24,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,24,Myrceugenia myrcioides,Myrtaceae ,tree
ITA,14,closed,H17,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,18,60,Euterpe edulis,Arecaceae,palm
ITA,14,closed,H18,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,24,alive,Euterpe edulis,Arecaceae,palm
ITA,14,closed,H19,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Euterpe edulis,Arecaceae,palm
ITA,14,closed,H20,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,30,54,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H21,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,30,54,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H22,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,36,54,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,36,48,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H24,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,36,78,Psychotria cf.,Rubiaceae,indeterminate
ITA,14,closed,H25,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,36,54,Euterpe edulis,Arecaceae,palm
ITA,14,closed,H26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,36,48,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H27,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H28,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H30,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,54,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H31,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,54,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H34,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H35,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,54,78,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H38,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H40,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,54,84,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H41,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H47,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,54,78,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H48,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H50,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H51,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,54,84,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H52,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,54,84,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H53,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H56,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H58,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,54,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,60,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,60,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,60,72,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,72,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,78,alive,Cryptocarya mandioccana,Lauraceae,tree
ITA,14,closed,H66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,78,108,Indeterminate sp.,Indeterminate,indeterminate
ITA,14,closed,H67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,78,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,84,108,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,84,96,Schnella microstachya,Fabaceae,liana
ITA,14,closed,H70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Mollinedia cf.,Monimiaceae,tree
ITA,14,closed,H71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Indeterminate sp.,Indeterminate,indeterminate
ITA,14,closed,H72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Indeterminate sp.,Indeterminate,indeterminate
ITA,15,open,A1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24,Euterpe edulis,Arecaceae,palm
ITA,15,open,A2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,0,96,Euterpe edulis,Arecaceae,palm
ITA,15,open,A3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,6,72,Euterpe edulis,Arecaceae,palm
ITA,15,open,A4,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,6,66,Pteris cf. deflexa,Pteridaceae,herb
ITA,15,open,A5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12,24,Euterpe edulis,Arecaceae,palm
ITA,15,open,A6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,12,alive,Pleurostachys sp. 1,Cyperaceae,herb
ITA,15,open,A7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,24,Brunfelsia sp.,Solanaceae,shrub
ITA,15,open,A8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,30,Brunfelsia sp.,Solanaceae,shrub
ITA,15,open,A9,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Piper sp.,Piperaceae,herb
ITA,15,open,A10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Euterpe edulis,Arecaceae,palm
ITA,15,open,A11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,54,60,Euterpe edulis,Arecaceae,palm
ITA,15,open,A12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,NA,54,alive,Ocotea sp.,Lauraceae,tree
ITA,15,open,A13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA,60,alive,Apocynaceae sp.,Apocynaceae,liana
ITA,15,open,A14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,78,84,Poaceae sp.,Poaceae,herb
ITA,15,open,A15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Indeterminate sp.,Indeterminate,indeterminate
ITA,15,open,A16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Indeterminate sp.,Indeterminate,indeterminate
ITA,15,open,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,108,alive,Indeterminate sp.,Indeterminate,indeterminate
ITA,15,open,D1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,54,Guapira opposita,Nyctaginaceae,tree
ITA,15,open,D2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,0,66,Mollinedia schottiana,Monimiaceae,tree
ITA,15,open,D3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24,Euterpe edulis,Arecaceae,palm
ITA,15,open,D4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,48,Euterpe edulis,Arecaceae,palm
ITA,15,open,D5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,54,Malpighiaceae sp.,Malpighiaceae,indeterminate
ITA,15,open,D6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24,Ctenitis aspidioides,Dryopteridaceae,herb
ITA,15,open,D7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,42,Malpighiaceae sp.,Malpighiaceae,indeterminate
ITA,15,open,D8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
ITA,15,open,D9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Euterpe edulis,Arecaceae,palm
ITA,15,open,D10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,Indeterminate sp.,Indeterminate,indeterminate
ITA,15,open,D12,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,0,66,Ocotea dispersa,Lauraceae,tree
ITA,15,open,D13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12,18,Ocotea catharinensis,Lauraceae,tree
ITA,15,open,D14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,30,Alchornea glandulosa,Euphorbiaceae,tree
ITA,15,open,D15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24,30,Euterpe edulis,Arecaceae,palm
ITA,15,open,D16,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,24,48,Euterpe edulis,Arecaceae,palm
ITA,15,open,D18,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18,36,Euterpe edulis,Arecaceae,palm
ITA,15,open,D19,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,30,alive,Diploon cuspidatum,Sapotaceae,tree
ITA,15,open,D20,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,30,48,Indeterminate sp.,Indeterminate,indeterminate
ITA,15,open,D21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,54,66,Poaceae sp.,Poaceae,herb
ITA,15,open,D22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,96,108,Alchornea sp.,Euphorbiacae,tree
ITA,15,open,D23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,96,alive,Pleurostachys sp. 1,Cyperaceae,herb
ITA,15,open,H1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24,Euterpe edulis,Arecaceae,palm
ITA,15,open,H2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,0,60,Euterpe edulis,Arecaceae,palm
ITA,15,open,H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,0,96,Euterpe edulis,Arecaceae,palm
ITA,15,open,H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,alive,Ocotea dispersa,Lauraceae,tree
